Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated,PER,PriceToBook,Volatilitas,ROI_Tahunan,DividendYield
CPIN,Charoen Pokphand Indonesia Tbk,1991-03-18,16398000000.0,Utama,Consumer Non-Cyclicals,6000.0,98388000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,6000.0,0.7222,0.1353,0.0002
CPRI,Capri Nusa Satu Properti Tbk.,2019-04-11,2433379958.0,Pengembangan,Properties & Real Estate,50.0,121668997900.0,2022-10-03 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-04-11,2023-01-06,1.0,50.0,0.4773,0.3104,0.0074
CPRO,Central Proteina Prima Tbk.,2006-11-28,59572382787.0,Utama,Consumer Non-Cyclicals,53.0,3157336287711.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-11-28,2023-01-06,1.0,53.0,0.4283,-0.2575,0.0792
CRAB,Toba Surimi Industries Tbk.,2022-08-10,1950000000.0,Pengembangan,Consumer Non-Cyclicals,216.0,421200000000.0,2022-08-10 09:00:00,2023-01-06 15:59:00,2022-08-10 09:00:00,2023-01-06 15:00:00,2022-08-10,2023-01-06,1.0,216.0,0.5048,0.1916,0.0035
CSAP,Catur Sentosa Adiprana Tbk.,2007-12-12,4458352920.0,Utama,Consumer Cyclicals,780.0,3477515277600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-12-12,2023-01-06,1.0,780.0,0.5262,0.4932,0.0514
CSIS,Cahayasakti Investindo Sukses ,2017-05-10,1307000000.0,Pengembangan,Properties & Real Estate,61.0,79727000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-05-10,2023-01-06,1.0,61.0,0.8133,-0.0516,0.0659
CSMI,Cipta Selera Murni Tbk.,2020-04-09,816061500.0,Pengembangan,Consumer Cyclicals,3150.0,2570593725000.0,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2020-04-09,2023-01-06,1.0,3150.0,0.1267,0.4532,0.0326
CSRA,Cisadane Sawit Raya Tbk.,2020-01-09,2050000000.0,Utama,Consumer Non-Cyclicals,560.0,1148000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-09,2023-01-06,1.0,560.0,0.2106,0.0409,0.0049
CTBN,Citra Tubindo Tbk.,1989-11-28,800371500.0,Utama,Basic Materials,1625.0,1300603687500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1625.0,0.7213,0.3112,0.0034
CTRA,Ciputra Development Tbk.,1994-03-28,18560303397.0,Utama,Properties & Real Estate,890.0,16518670023330.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,890.0,0.7525,0.4043,0.0399
CTTH,Citatah Tbk.,1996-07-03,1230839821.0,Pengembangan,Industrials,50.0,61541991050.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.6076,-0.2802,0.0283
DADA,Diamond Citra Propertindo Tbk.,2020-02-14,7178146908.0,Pengembangan,Properties & Real Estate,50.0,358907345400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-02-14,2023-01-06,1.0,50.0,0.7819,0.3268,0.031
DART,Duta Anggada Realty Tbk.,1990-05-08,3141390962.0,Utama,Properties & Real Estate,173.0,543460636426.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,173.0,0.7777,0.4303,0.0661
DAYA,Duta Intidaya Tbk.,2016-06-28,2420547025.0,Pengembangan,Consumer Non-Cyclicals,202.0,488950499050.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-06-28,2023-01-06,1.0,202.0,0.6062,0.2858,0.0057
DCII,DCI Indonesia Tbk.,2021-01-06,2383745900.0,Pengembangan,Technology,37900.0,90343969610000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-01-06 09:00:00,2023-01-06 15:00:00,2021-01-06,2023-01-06,1.0,37900.0,0.5058,0.2182,0.023
DEAL,Dewata Freightinternational Tb,2018-11-11,1146170959.0,Pengembangan,Transportation & Logistic,50.0,57308547950.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-12,2023-01-06,1.0,50.0,0.2035,-0.1592,0.0715
DEFI,Danasupra Erapacific Tbk.,2001-07-06,687266666.0,Pengembangan,Financials,1455.0,999972999030.0,2021-11-01 09:00:00,2022-01-07 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-06,2023-01-06,1.0,1455.0,0.235,0.3992,0.0511
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25,6790000000.0,Utama,Consumer Cyclicals,482.0,3272780000000.0,2021-11-25 09:00:00,2023-01-06 15:59:00,2021-11-25 09:00:00,2023-01-06 15:00:00,2021-11-25,2023-01-06,1.0,482.0,0.1061,-0.2838,0.0095
DEWA,Darma Henwa Tbk,2007-09-26,21853733792.0,Utama,Energy,54.0,1180101624768.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-09-26,2023-01-06,1.0,54.0,0.5632,0.4602,0.0445
DEWI,Dewi Shri Farmindo Tbk.,2022-07-18,2000000000.0,Pengembangan,Consumer Non-Cyclicals,220.0,440000000000.0,2022-07-18 09:00:00,2023-01-06 15:59:00,2022-07-18 09:00:00,2023-01-06 15:00:00,2022-07-18,2023-01-06,1.0,220.0,0.1231,-0.1442,0.0663
DFAM,Dafam Property Indonesia Tbk.,2018-04-27,1899852850.0,Pengembangan,Consumer Cyclicals,90.0,170986756500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-04-27,2023-01-06,1.0,90.0,0.2055,0.1011,0.0724
DGIK,Nusa Konstruksi Enjiniring Tbk,2007-12-19,5541165000.0,Utama,Infrastructures,124.0,687104460000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-12-19,2023-01-06,1.0,124.0,0.2369,-0.0389,0.015
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15,1250000000.0,Pengembangan,Healthcare,252.0,315000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-01-15 09:00:00,2023-01-06 15:00:00,2021-01-15,2023-01-06,1.0,252.0,0.6743,-0.1634,0.0036
DIGI,Arkadia Digital Media Tbk.,2018-09-18,1625000000.0,Pengembangan,Consumer Cyclicals,50.0,81250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-09-18,2023-01-06,1.0,50.0,0.5496,0.2241,0.0504
DILD,Intiland Development Tbk.,1991-09-04,10365854185.0,Utama,Properties & Real Estate,160.0,1658536669600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,160.0,0.5909,0.2084,0.0286
DIVA,Distribusi Voucher Nusantara T,2018-11-27,1428571400.0,Pengembangan,Technology,900.0,1285714260000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-27,2023-01-06,1.0,900.0,0.791,0.052,0.0388
DKFT,Central Omega Resources Tbk.,1997-11-21,5638246600.0,Pengembangan,Basic Materials,102.0,575101153200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,102.0,0.068,-0.1692,0.0609
DLTA,Delta Djakarta Tbk.,1984-02-27,800659050.0,Utama,Consumer Non-Cyclicals,3760.0,3010478028000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,3760.0,0.0668,-0.2506,0.0756
DMAS,Puradelta Lestari Tbk.,2015-05-29,48198111100.0,Utama,Properties & Real Estate,159.0,7663499664900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-05-29,2023-01-06,1.0,159.0,0.3433,0.3298,0.0718
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21,7692307700.0,Pengembangan,Technology,1080.0,8307692316000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-10-21,2023-01-06,1.0,1080.0,0.1851,0.3425,0.0018
DMND,Diamond Food Indonesia Tbk.,2020-01-22,9468359000.0,Utama,Consumer Non-Cyclicals,825.0,7811396175000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-22,2023-01-06,1.0,825.0,0.8182,-0.033,0.0463
DNAR,Bank Oke Indonesia Tbk.,2014-07-11,13816569569.0,Utama,Financials,168.0,2321183687592.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-07-11,2023-01-06,1.0,168.0,0.314,0.4826,0.0717
DNET,Indoritel Makmur Internasional,2000-12-11,14184000000.0,Pengembangan,Financials,4120.0,58438080000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,4120.0,0.4929,0.4354,0.0465
DOID,Delta Dunia Makmur Tbk.,2001-06-15,8621173232.0,Utama,Energy,278.0,2396686158496.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-06-15,2023-01-06,1.0,278.0,0.2275,0.3274,0.0574
DPNS,Duta Pertiwi Nusantara Tbk.,1990-08-08,331129952.0,Utama,Basic Materials,420.0,139074579840.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,420.0,0.4151,0.4631,0.0016
DPUM,Dua Putra Utama Makmur Tbk.,2015-12-08,4175000000.0,Utama,Consumer Non-Cyclicals,50.0,208750000000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-12-08,2023-01-06,1.0,50.0,0.5568,0.4588,0.0623
DRMA,Dharma Polimetal Tbk.,2021-12-20,4705882300.0,Utama,Consumer Cyclicals,575.0,2705882322500.0,2021-12-20 09:00:00,2023-01-06 15:59:00,2021-12-20 09:00:00,2023-01-06 15:00:00,2021-12-20,2023-01-06,1.0,575.0,0.3688,0.3906,0.0458
DSFI,Dharma Samudera Fishing Indust,2000-03-24,1857135500.0,Utama,Consumer Non-Cyclicals,90.0,167142195000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,90.0,0.1981,-0.0056,0.0669
DSNG,Dharma Satya Nusantara Tbk.,2013-06-14,10599842400.0,Utama,Consumer Non-Cyclicals,640.0,6783899136000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-06-14,2023-01-06,1.0,640.0,0.6807,0.255,0.048
DSSA,Dian Swastatika Sentosa Tbk,2009-12-10,770552320.0,Utama,Energy,38000.0,29280988160000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-10,2023-01-06,1.0,38000.0,0.36,0.2293,0.0671
DUCK,Jaya Bersama Indo Tbk.,2018-10-10,1283330000.0,Utama,Consumer Cyclicals,176.0,225866080000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-10,2023-01-06,1.0,176.0,0.4547,-0.2456,0.0419
DUTI,Duta Pertiwi Tbk,1994-11-02,1850000000.0,Pengembangan,Properties & Real Estate,3990.0,7381500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,3990.0,0.6238,0.3388,0.0447
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11,1120000000.0,Utama,Healthcare,2340.0,2620800000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2340.0,0.2589,0.3637,0.0589
DWGL,Dwi Guna Laksana Tbk.,2017-12-13,9244722556.0,Pengembangan,Energy,169.0,1562358111964.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-13,2023-01-06,1.0,169.0,0.715,0.3012,0.0107
DYAN,Dyandra Media International Tb,2013-03-25,4272964279.0,Utama,Industrials,90.0,384566785110.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-03-25,2023-01-06,1.0,90.0,0.5099,-0.0738,0.0021
EAST,Eastparc Hotel Tbk.,2019-07-09,4126366528.0,Pengembangan,Consumer Cyclicals,98.0,404383919744.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06,1.0,98.0,0.6062,0.1968,0.0749
ECII,Electronic City Indonesia Tbk.,2013-07-03,1334333000.0,Pengembangan,Consumer Cyclicals,530.0,707196490000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-07-03,2023-01-06,1.0,530.0,0.8198,-0.0363,0.0679
EDGE,Indointernet Tbk.,2021-02-08,404050000.0,Pengembangan,Technology,19500.0,7878975000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-02-08 09:00:00,2023-01-06 15:00:00,2021-02-08,2023-01-06,1.0,19500.0,0.437,0.1963,0.0739
EKAD,Ekadharma International Tbk.,1990-08-14,698775000.0,Utama,Basic Materials,282.0,197054550000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,282.0,0.2568,-0.166,0.0779
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06 00:00:00,2031456532.0,Pengembangan,Technology,112.0,227523131584.0,2023-01-06 09:00:00,2023-01-06 15:59:00,2023-01-06 09:00:00,2023-01-06 15:00:00,2023-01-06,2023-01-06,1.0,112.0,0.3471,0.016,0.0311
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08,7412000000.0,Utama,Transportation & Logistic,212.0,1571344000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06,1.0,212.0,0.2984,-0.1549,0.0555
ELSA,Elnusa Tbk.,2008-02-06,7298500000.0,Utama,Energy,292.0,2131162000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-02-06,2023-01-06,1.0,292.0,0.1845,-0.2065,0.0456
ELTY,Bakrieland Development Tbk.,1995-10-30,43521913019.0,Utama,Properties & Real Estate,50.0,2176095650950.0,2021-11-22 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.2073,0.2724,0.0748
EMDE,Megapolitan Developments Tbk.,2011-01-12,3350000000.0,Pengembangan,Properties & Real Estate,125.0,418750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-01-12,2023-01-06,1.0,125.0,0.5072,0.2405,0.0641
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12,61241751483.0,Utama,Technology,980.0,60016916453340.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-01-12,2023-01-06,1.0,980.0,0.0637,0.0521,0.0225
ENAK,Champ Resto Indonesia Tbk.,2022-02-08,2166666800.0,Pengembangan,Consumer Cyclicals,1930.0,4181666924000.0,2022-02-08 09:00:00,2023-01-06 15:59:00,2022-02-08 09:00:00,2023-01-06 15:00:00,2022-02-08,2023-01-06,1.0,1930.0,0.6744,0.2053,0.0712
ENRG,Energi Mega Persada Tbk.,2004-06-07,24821230250.0,Pengembangan,Energy,270.0,6701732167500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-06-07,2023-01-06,1.0,270.0,0.3849,-0.2974,0.034
ENVY,Envy Technologies Indonesia Tb,2019-07-08,1800000000.0,Pengembangan,Technology,50.0,90000000000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-08,2023-01-06,1.0,50.0,0.4812,0.1645,0.0438
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14,2162545448.0,Pengembangan,Consumer Non-Cyclicals,73.0,157865817704.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-14 09:00:00,2023-01-06 15:00:00,2020-09-14,2023-01-06,1.0,73.0,0.3774,0.1288,0.0635
EPAC,Megalestari Epack Sentosaraya ,2020-07-01,3303400000.0,Pengembangan,Basic Materials,50.0,165170000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-07-01 09:00:00,2023-01-06 15:00:00,2020-07-01,2023-01-06,1.0,50.0,0.1799,-0.0723,0.0246
EPMT,Enseval Putera Megatrading Tbk,1994-08-01,2708640000.0,Pengembangan,Consumer Non-Cyclicals,2720.0,7367500800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2720.0,0.7019,0.3038,0.0767
ERAA,Erajaya Swasembada Tbk.,2011-12-14,15950000000.0,Utama,Consumer Cyclicals,390.0,6220500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-12-14,2023-01-06,1.0,390.0,0.6519,-0.2213,0.0664
ERTX,Eratex Djaja Tbk.,1990-08-21,1286539792.0,Pengembangan,Consumer Cyclicals,525.0,675433390800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,525.0,0.7179,-0.0105,0.0382
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14,1109936024.0,Pengembangan,Basic Materials,56.0,62156417344.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-14,2023-01-06,1.0,56.0,0.5906,0.4457,0.0349
ESSA,Surya Esa Perkasa Tbk.,2012-02-01,15660887000.0,Utama,Basic Materials,795.0,12450405165000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-02-01,2023-01-06,1.0,795.0,0.7303,-0.1275,0.0282
ESTA,Esta Multi Usaha Tbk.,2020-03-09,630000000.0,Pengembangan,Consumer Cyclicals,136.0,85680000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-09,2023-01-06,1.0,136.0,0.2788,0.433,0.0574
ESTI,Ever Shine Tex Tbk.,1992-10-13,2015208720.0,Utama,Consumer Cyclicals,50.0,100760436000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.2426,0.0288,0.0772
ETWA,Eterindo Wahanatama Tbk,1997-05-16,4668671400.0,Utama,Energy,212.0,989758336800.0,2022-08-29 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,212.0,0.7165,-0.1697,0.0588
EURO,Estee Gold Feet Tbk.,2022-08-08,2500000000.0,Akselerasi,Consumer Non-Cyclicals,282.0,705000000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06,1.0,282.0,0.1201,-0.1877,0.0165
EXCL,XL Axiata Tbk.,2005-09-29,10724674776.0,Utama,Infrastructures,2260.0,24237764993760.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-09-29,2023-01-06,1.0,2260.0,0.2145,0.0131,0.0737
FAPA,FAP Agri Tbk.,2021-01-04,3629411800.0,Pengembangan,Consumer Non-Cyclicals,4280.0,15533882504000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-01-04 09:00:00,2023-01-06 15:00:00,2021-01-04,2023-01-06,1.0,4280.0,0.6793,0.3523,0.0672
FAST,Fast Food Indonesia Tbk.,1993-05-11,3990277158.0,Pengembangan,Consumer Cyclicals,820.0,3272027269560.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,820.0,0.7198,0.2721,0.0279
FASW,Fajar Surya Wisesa Tbk.,1994-12-19,2477888787.0,Utama,Basic Materials,6150.0,15239016040050.0,2021-12-27 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,6150.0,0.3959,0.2977,0.0749
FILM,MD Pictures Tbk.,2018-08-07,9511217000.0,Utama,Consumer Cyclicals,1540.0,14647274180000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-08-07,2023-01-06,1.0,1540.0,0.7674,-0.0601,0.0126
FIMP,Fimperkasa Utama Tbk.,2021-04-09,400000975.0,Akselerasi,Infrastructures,74.0,29600072150.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-04-09 09:00:00,2023-01-06 15:00:00,2021-04-09,2023-01-06,1.0,74.0,0.7733,-0.0438,0.0108
FIRE,Alfa Energi Investama Tbk.,2017-06-09,1475363179.0,Pengembangan,Energy,160.0,236058108640.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-09,2023-01-06,1.0,160.0,0.517,0.1392,0.0596
FISH,FKS Multi Agro Tbk.,2002-01-18,480000000.0,Pengembangan,Consumer Non-Cyclicals,6650.0,3192000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-01-18,2023-01-06,1.0,6650.0,0.5262,-0.0795,0.0292
FITT,Hotel Fitra International Tbk.,2019-06-11,726130099.0,Pengembangan,Consumer Cyclicals,426.0,309331422174.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-11,2023-01-06,1.0,426.0,0.1562,0.2175,0.0316
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08,781250000.0,Akselerasi,Consumer Non-Cyclicals,79.0,61718750000.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2021-07-08 09:00:00,2022-07-29 16:00:00,2021-07-08,2023-01-06,1.0,79.0,0.7992,0.0735,0.035
FMII,Fortune Mate Indonesia Tbk,2000-06-30,2721000000.0,Pengembangan,Properties & Real Estate,515.0,1401315000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,515.0,0.7847,0.42,0.0664
FOOD,Sentra Food Indonesia Tbk.,2019-01-08,650000000.0,Pengembangan,Consumer Non-Cyclicals,108.0,70200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-01-08,2023-01-06,1.0,108.0,0.7818,0.1773,0.0657
FORU,Fortune Indonesia Tbk,2002-01-17,465224000.0,Pengembangan,Consumer Cyclicals,222.0,103279728000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-01-17,2023-01-06,1.0,222.0,0.5274,0.2324,0.02
FORZ,Forza Land Indonesia Tbk.,2017-04-28,1984009887.0,Utama,Properties & Real Estate,50.0,99200494350.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-04-28,2023-01-06,1.0,50.0,0.0835,0.4248,0.0325
FPNI,Lotte Chemical Titan Tbk.,2002-03-21,5566414000.0,Pengembangan,Basic Materials,200.0,1113282800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-03-21,2023-01-06,1.0,200.0,0.6855,0.3665,0.0693
FREN,Smartfren Telecom Tbk.,2006-11-29,308106840243.0,Utama,Infrastructures,66.0,20335051456038.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-11-29,2023-01-06,1.0,66.0,0.2666,-0.2836,0.015
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09,1105000000.0,Pengembangan,Financials,400.0,442000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06,1.0,400.0,0.5329,0.1937,0.0304
GAMA,Aksara Global Development Tbk.,2012-07-11,10011027656.0,Utama,Properties & Real Estate,50.0,500551382800.0,2021-11-01 09:00:00,2022-12-23 15:59:00,2020-04-16 09:00:00,2022-12-23 15:00:00,2012-07-11,2023-01-06,1.0,50.0,0.207,-0.2853,0.0714
GDST,Gunawan Dianjaya Steel Tbk.,2009-12-23,9242500000.0,Pengembangan,Basic Materials,123.0,1136827500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-23,2023-01-06,1.0,123.0,0.6307,0.3946,0.0411
GDYR,Goodyear Indonesia Tbk.,1980-12-22,410000000.0,Utama,Consumer Cyclicals,1315.0,539150000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1315.0,0.2078,0.475,0.0126
GEMA,Gema Grahasarana Tbk.,2002-08-12,1600000000.0,Pengembangan,Consumer Cyclicals,308.0,492800000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-08-12,2023-01-06,1.0,308.0,0.4959,-0.0458,0.0682
GEMS,Golden Energy Mines Tbk.,2011-11-17,5882353000.0,Utama,Energy,6850.0,40294118050000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-11-17,2023-01-06,1.0,6850.0,0.208,0.2332,0.0611
GGRM,Gudang Garam Tbk.,1990-08-27,1924088000.0,Utama,Consumer Non-Cyclicals,17775.0,34200664200000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,17775.0,0.5163,0.4409,0.0559
